-0.12693,-3.33786e-06,-0.158333
-0.12693,-3.33786e-06,-0.138333
-0.12693,-3.09944e-06,-0.118333
-0.12693,-2.6226e-06,-0.0983333
-0.12693,-2.14577e-06,-0.0783333
-0.12693,-1.66893e-06,-0.0583333
-0.12693,-1.19209e-06,-0.0383333
-0.12693,-7.15256e-07,-0.0183333
-0.12693,-2.38419e-07,0.00166667
-0.12693,0,0.0216667
-0.12693,4.76837e-07,0.0416667
-0.12693,9.53674e-07,0.0616667
-0.126363,1.07298,0.0816667
-0.126361,1.07661,0.101667
-0.126359,1.08025,0.121667
-0.126015,1.73144,0.141667
-0.126013,1.73603,0.161667
-0.12601,1.74062,0.181667
-0.126008,1.74522,0.201667
-0.126006,1.74894,0.221667
-0.10693,-2.86102e-06,-0.158333
-0.10693,-2.86102e-06,-0.138333
-0.10693,-2.86102e-06,-0.118333
-0.10693,-2.6226e-06,-0.0983333
-0.10693,-2.14577e-06,-0.0783333
-0.10693,-1.66893e-06,-0.0583333
-0.10693,-1.19209e-06,-0.0383333
-0.10693,-7.15256e-07,-0.0183333
-0.10693,-2.38419e-07,0.00166667
-0.106046,1.67191,0.0216667
-0.106042,1.67982,0.0416667
-0.106042,1.68057,0.0616667
-0.10605,1.66581,0.0816667
-0.106129,1.51597,0.101667
-0.106136,1.50214,0.121667
-0.106017,1.72859,0.141667
-0.106014,1.73319,0.161667
-0.106012,1.73778,0.181667
-0.106009,1.74238,0.201667
-0.106007,1.74697,0.221667
-0.0869302,-2.38419e-06,-0.158333
-0.0869302,-2.38419e-06,-0.138333
-0.0869302,-2.38419e-06,-0.118333
-0.0869302,-2.38419e-06,-0.0983333
-0.0869302,-2.14577e-06,-0.0783333
-0.0869302,-1.66893e-06,-0.0583333
-0.0860308,1.70162,-0.0383333
-0.0860289,1.70525,-0.0183333
-0.086027,1.70889,0.00166667
-0.086025,1.71252,0.0216667
-0.0860231,1.71615,0.0416667
-0.0860212,1.71979,0.0616667
-0.0860193,1.72342,0.0816667
-0.0860173,1.72705,0.101667
-0.0860154,1.73069,0.121667
-0.0860135,1.73432,0.141667
-0.0860116,1.73796,0.161667
-0.0860097,1.74159,0.181667
-0.0860077,1.74522,0.201667
-0.0860058,1.74886,0.221667
-0.0669302,-1.90735e-06,-0.158333
-0.0669302,-1.90735e-06,-0.138333
-0.0669302,-1.90735e-06,-0.118333
-0.0669302,-1.90735e-06,-0.0983333
-0.0669302,-1.90735e-06,-0.0783333
-0.0669302,-1.66893e-06,-0.0583333
-0.0660308,1.7016,-0.0383333
-0.0660289,1.70524,-0.0183333
-0.066027,1.70887,0.00166667
-0.066025,1.7125,0.0216667
-0.0660231,1.71614,0.0416667
-0.0660212,1.71977,0.0616667
-0.0660193,1.7234,0.0816667
-0.0660174,1.72704,0.101667
-0.0660154,1.73067,0.121667
-0.0660135,1.73431,0.141667
-0.0660116,1.73794,0.161667
-0.0660097,1.74157,0.181667
-0.0660078,1.74521,0.201667
-0.0660058,1.74884,0.221667
-0.0469302,-1.43051e-06,-0.158333
-0.0469302,-1.43051e-06,-0.138333
-0.0469302,-1.43051e-06,-0.118333
-0.0469302,-1.43051e-06,-0.0983333
-0.0469302,-1.43051e-06,-0.0783333
-0.0469302,-1.43051e-06,-0.0583333
