-0.626045,1.48057,0.787499
-0.626041,1.4868,0.807499
-0.626038,1.49303,0.827499
-0.626035,1.49926,0.847499
-0.626032,1.50549,0.867499
-0.626028,1.51172,0.887499
-0.626025,1.51795,0.907499
-0.626022,1.52418,0.927499
-0.626018,1.53041,0.947499
-0.626015,1.53664,0.967499
-0.626012,1.54287,0.987499
-0.626009,1.5491,1.0075
-0.626005,1.55533,1.0275
-0.626002,1.56155,1.0475
-0.625999,1.56778,1.0675
-0.626023,1.52193,1.0875
-0.626057,1.45772,1.1075
-0.626091,1.39351,1.1275
-0.626124,1.3293,1.1475
-0.626824,2.93255e-05,1.1675
-0.606045,1.48055,0.787499
-0.606041,1.48678,0.807499
-0.606038,1.49301,0.827499
-0.606035,1.49924,0.847499
-0.606032,1.50547,0.867499
-0.606028,1.5117,0.887499
-0.606025,1.51793,0.907499
-0.606022,1.52416,0.927499
-0.606018,1.53039,0.947499
-0.606015,1.53662,0.967499
-0.606012,1.54285,0.987499
-0.606009,1.54908,1.0075
-0.606005,1.55531,1.0275
-0.606002,1.56154,1.0475
-0.605999,1.56777,1.0675
-0.606023,1.52188,1.0875
-0.606057,1.45767,1.1075
-0.60609,1.39346,1.1275
-0.606124,1.32925,1.1475
-0.606824,2.93255e-05,1.1675
-0.586045,1.48054,0.787499
-0.586041,1.48677,0.807499
-0.586038,1.49299,0.827499
-0.586035,1.49922,0.847499
-0.586032,1.50545,0.867499
-0.586028,1.51168,0.887499
-0.586025,1.51791,0.907499
-0.586022,1.52414,0.927499
-0.586018,1.53037,0.947499
-0.586015,1.5366,0.967499
-0.586012,1.54283,0.987499
-0.586009,1.54906,1.0075
-0.586005,1.55529,1.0275
-0.586002,1.56152,1.0475
-0.585999,1.56775,1.0675
-0.586023,1.52182,1.0875
-0.586057,1.45761,1.1075
-0.586091,1.3934,1.1275
-0.586124,1.3292,1.1475
-0.586824,2.93255e-05,1.1675
-0.566045,1.48052,0.787499
-0.566041,1.48675,0.807499
-0.566038,1.49298,0.827499
-0.566035,1.49921,0.847499
-0.566032,1.50544,0.867499
-0.566028,1.51167,0.887499
-0.566025,1.5179,0.907499
-0.566022,1.52413,0.927499
-0.566018,1.53036,0.947499
-0.566015,1.53659,0.967499
-0.566012,1.54281,0.987499
-0.566009,1.54904,1.0075
-0.566005,1.55527,1.0275
-0.566002,1.5615,1.0475
-0.565999,1.56773,1.0675
-0.566023,1.52177,1.0875
-0.566057,1.45756,1.1075
-0.566091,1.39335,1.1275
-0.566124,1.32914,1.1475
-0.566824,2.93255e-05,1.1675
-0.545892,1.77093,0.787499
-0.5459,1.7562,0.807499
-0.545975,1.613,0.827499
-0.54598,1.60242,0.847499
-0.546032,1.50542,0.867499
-0.546028,1.51165,0.887499
-0.546025,1.51788,0.907499
-0.546022,1.52411,0.927499
-0.546018,1.53034,0.947499
-0.546015,1.53657,0.967499
-0.546012,1.5428,0.987499
-0.546009,1.54903,1.0075
-0.546005,1.55526,1.0275
-0.546002,1.56149,1.0475
-0.545999,1.56772,1.0675
-0.546023,1.52171,1.0875
-0.546057,1.4575,1.1075
-0.546091,1.3933,1.1275
-0.54601,1.54567,1.1475
-0.546002,1.56166,1.1675
-0.525892,1.77039,0.787499
-0.525898,1.75981,0.807499
-0.525971,1.6204,0.827499
-0.525977,1.60982,0.847499
-0.526032,1.5054,0.867499
-0.526028,1.51163,0.887499
-0.526025,1.51786,0.907499
-0.526022,1.52409,0.927499
-0.526018,1.53032,0.947499
-0.526015,1.53655,0.967499
-0.526012,1.54278,0.987499
-0.526009,1.54901,1.0075
-0.526005,1.55524,1.0275
-0.526002,1.56147,1.0475
-0.525999,1.5677,1.0675
-0.526023,1.52166,1.0875
-0.526057,1.45745,1.1075
-0.526023,1.52166,1.1275
-0.526005,1.55625,1.1475
-0.526002,1.56248,1.1675
-0.505868,1.81563,0.787499
-0.505865,1.82186,0.807499
-0.505867,1.81831,0.827499
-0.505901,1.7541,0.847499
-0.505934,1.68989,0.867499
-0.505968,1.62568,0.887499
-0.506002,1.56078,0.907499
-0.506022,1.52408,0.927499
-0.506018,1.53031,0.947499
-0.506015,1.53653,0.967499
-0.506012,1.54276,0.987499
-0.506009,1.54899,1.0075
-0.506005,1.55522,1.0275
-0.506002,1.56145,1.0475
-0.505999,1.56768,1.0675
-0.505996,1.57391,1.0875
-0.505992,1.58014,1.1075
-0.505989,1.58637,1.1275
-0.505986,1.5926,1.1475
-0.505982,1.59883,1.1675
-0.485868,1.81562,0.787499
-0.485865,1.82184,0.807499
-0.485867,1.81825,0.827499
-0.485901,1.75405,0.847499
-0.485934,1.68984,0.867499
-0.485968,1.62563,0.887499
-0.486002,1.56142,0.907499
-0.486022,1.52406,0.927499
-0.486018,1.53029,0.947499
-0.486015,1.53652,0.967499
-0.486012,1.54275,0.987499
-0.486009,1.54898,1.0075
-0.486005,1.55514,1.0275
-0.486002,1.56144,1.0475
-0.485999,1.56767,1.0675
-0.485996,1.5739,1.0875
-0.485992,1.58013,1.1075
-0.485989,1.58636,1.1275
-0.485986,1.59258,1.1475
-0.485982,1.59881,1.1675
-0.465868,1.8156,0.787499
-0.465865,1.82183,0.807499
-0.465867,1.8182,0.827499
-0.465901,1.75399,0.847499
-0.465934,1.68978,0.867499
-0.465968,1.62557,0.887499
-0.466002,1.56136,0.907499
-0.466022,1.52404,0.927499
-0.466018,1.53027,0.947499
-0.466015,1.5365,0.967499
-0.466012,1.54225,0.987499
-0.466009,1.54896,1.0075
-0.466005,1.55519,1.0275
-0.466002,1.56142,1.0475
-0.465999,1.56765,1.0675
-0.465996,1.57388,1.0875
-0.465992,1.58011,1.1075
-0.465989,1.58634,1.1275
-0.465986,1.59257,1.1475
-0.465982,1.5988,1.1675
-0.445868,1.81558,0.787499
-0.445865,1.82181,0.807499
-0.445867,1.81815,0.827499
-0.445901,1.75394,0.847499
-0.445935,1.68973,0.867499
-0.445968,1.62552,0.887499
-0.446002,1.56131,0.907499
-0.446022,1.52402,0.927499
-0.446019,1.53025,0.947499
-0.446015,1.53648,0.967499
-0.446012,1.54271,0.987499
-0.446009,1.54894,1.0075
-0.446005,1.55517,1.0275
-0.446002,1.5614,1.0475
-0.445999,1.56763,1.0675
-0.445996,1.57386,1.0875
-0.445992,1.58009,1.1075
-0.445989,1.58632,1.1275
-0.445986,1.59255,1.1475
-0.445982,1.59878,1.1675
-0.425868,1.81556,0.787499
-0.425865,1.82179,0.807499
-0.425867,1.81809,0.827499
-0.425901,1.75388,0.847499
-0.425935,1.68967,0.867499
-0.425968,1.62546,0.887499
-0.426002,1.56126,0.907499
-0.426022,1.52401,0.927499
-0.426019,1.53024,0.947499
-0.426015,1.53647,0.967499
-0.426012,1.5427,0.987499
-0.426009,1.54893,1.0075
-0.426005,1.55516,1.0275
-0.426002,1.56139,1.0475
-0.425999,1.56762,1.0675
-0.425996,1.57385,1.0875
-0.425992,1.58008,1.1075
-0.425989,1.5863,1.1275
-0.425986,1.59253,1.1475
-0.425982,1.59876,1.1675
-0.405868,1.81555,0.787499
-0.405865,1.82178,0.807499
-0.405867,1.81804,0.827499
-0.405901,1.75383,0.847499
-0.405935,1.68962,0.867499
-0.405968,1.62541,0.887499
-0.406002,1.5612,0.907499
-0.406022,1.52399,0.927499
-0.406018,1.53022,0.947499
-0.406015,1.53645,0.967499
-0.406012,1.54268,0.987499
-0.406009,1.54891,1.0075
-0.406005,1.55514,1.0275
-0.406002,1.56137,1.0475
-0.405999,1.5676,1.0675
-0.405996,1.57383,1.0875
-0.405992,1.58006,1.1075
-0.405989,1.58629,1.1275
-0.405986,1.59252,1.1475
-0.405982,1.59875,1.1675
-0.385868,1.81553,0.787499
-0.385865,1.82176,0.807499
-0.385867,1.81798,0.827499
-0.385901,1.75377,0.847499
-0.385935,1.68957,0.867499
-0.385968,1.62536,0.887499
